"Country Name","Country Code",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Early-demographic dividend","EAR",1819109019352.03000,1927322345117.08000,2114867595960.83000,2316209938569.83000,2428445796833.22000,2494042649859.16000,2716304683235.90000,2905107783804.92000,2871150257538.53000,3038349688810.04000,3295337877814.25000,3263091740550.51000,3168716508136.91000,3524693729833.37000,4094596749091.42000,4773452256392.51000,5470794765525.87000,6487289697063.17000,7308263524197.36000,7037597707842.10000,8547106475975.99000,9582349123612.41000,10046245252702.10000,10229927594916.90000,10594924893704.90000,10278795512999.00000,10513512253657.40000,11369973065869.10000,11638828132484.60000
"East Asia & Pacific","EAS",4732335225532.58000,5343085731008.26000,5837716046226.37000,6529005124704.31000,7301176579946.07000,8296083785441.65000,7992328893743.43000,7647524374400.17000,6856985467434.18000,7655807408380.83000,8281309000052.60000,7702594292620.73000,7825085614731.88000,8602544831389.09000,9647688135570.90000,10294176822671.10000,10917624046693.70000,12209776362940.20000,14100855248279.80000,14526067836583.60000,16935062447071.50000,19632602228096.10000,21010207451844.70000,21243898145787.00000,21876509488557.40000,21747800265057.00000,22447570589125.60000,23912261117830.80000,25918289434655.40000
"Europe & Central Asia (excluding high income)","ECA",932750911538.01100,900700524613.58100,828516203152.32000,814039500445.80300,706841701060.01500,760355921774.63500,766131400832.13300,796161484861.86700,746548031611.47200,626844111015.01200,697944442001.16400,693215818990.01100,793295268352.56500,999961777757.46500,1324941529334.02000,1680778496503.25000,2063642395948.16000,2672807927877.45000,3310744317438.20000,2603323082071.74000,3099809011020.19000,3831921026803.82000,4058075244447.13000,4314981741824.11000,4036166875129.50000,3088691707518.32000,2960291936549.57000,3317273632219.24000,3394924024495.23000
"Europe & Central Asia","ECS",8838541190191.71000,9114062465170.34000,9773215854068.77000,8982641962779.96000,9396419082432.12000,10848938630160.10000,11071924088813.20000,10504382195932.90000,10767444955895.40000,10643138807099.80000,10022982086295.80000,10125437349599.00000,11078873017388.70000,13491558134654.60000,15725564542455.60000,16751206594494.20000,18133103625465.90000,21195404801875.90000,23271887679009.20000,20472867088612.70000,20947234339481.30000,23209699221302.20000,22371991299292.70000,23380526443577.00000,23706805219091.50000,20418742750861.90000,20359654333001.30000,21528123911230.70000,23041491391744.60000
"Ecuador","ECU",15239278100.35020,16988535267.63380,18094238119.05950,18938717358.67930,22708673336.66830,24432884442.22110,25226393196.59830,28162053026.51330,27981896948.47420,19645272636.31820,18327764882.44120,24468324000.00000,28548945000.00000,32432858000.00000,36591661000.00000,41507085000.00000,46802044000.00000,51007777000.00000,61762635000.00000,62519686000.00000,69555367000.00000,79276664000.00000,87924544000.00000,95129659000.00000,101726331000.00000,99290381000.00000,99937696000.00000,104295862000.00000,108398058000.00000
"Euro area","EMU",5871571762095.75000,6098788978230.53000,6726742780089.63000,6162113917507.50000,6509747580056.97000,7517783242200.44000,7608600706357.79000,6956703610586.50000,7149352017482.07000,7116772457710.09000,6484573532448.50000,6592352067950.52000,7174014361860.81000,8850827901132.02000,10151027906176.70000,10535354545600.80000,11185953973661.50000,12881558619442.00000,14124882309427.20000,12915145836358.70000,12651387614510.30000,13630795393394.00000,12651386953652.80000,13202692493055.80000,13499117646931.90000,11684180189186.40000,11981439102404.60000,12639380729565.50000,13675599697568.10000
"Eritrea","ERI",,,477101651.64838,467872714.75560,531688311.68831,578015625.00000,693535954.19007,686490090.14014,745526154.93283,688921325.71204,706370815.58442,752368495.51262,729321366.65186,870247703.18276,1109054005.43971,1098425900.74116,1211161879.67480,1317974491.05691,1380188800.00000,1856695551.21951,2117039512.19512,2607739837.39837,,,,,,,
"Spain","ESP",535101248775.71000,575598537069.65600,629202392003.90100,523649481762.32200,529121577319.58800,612939685081.39800,640998292394.58800,588692045454.54500,617041986858.22500,633194118900.49000,595402616546.89500,625975838926.17500,705145868624.13000,906853273137.69800,1069555500372.49000,1157276458151.97000,1264551499184.54000,1479341637010.68000,1635015380108.39000,1499099749930.54000,1431616749640.29000,1488067258325.20000,1336018949805.58000,1361854206549.39000,1376910811040.88000,1199084183705.08000,1237499479181.11000,1314314164402.20000,1426189137596.58000
"Estonia","EST",,,,,,4373665145.55468,4746109767.19990,5066240419.29666,5617109244.63233,5726897998.29642,5685774808.80862,6245069734.13302,7322069511.16134,9833870709.12376,12059201242.23600,14006088297.47540,16963625015.68180,22237061730.08490,24194039255.89570,19652492636.84360,19490936349.17530,23170239900.76540,23043864510.05430,25137153149.43770,26615854605.27870,22904456871.81710,23984296770.81150,26611651598.94530,30284890757.05850
"Ethiopia","ETH",12175166763.28500,13463868357.48790,10492993077.60930,8830712713.90781,6927950564.55657,7663984567.90123,8547939730.62374,8589211390.49612,7818224905.55071,7700833482.00615,8242392103.68061,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.44210,12401139453.97380,15280861834.60240,19707616772.79960,27066912635.22280,32437389116.03800,29933790334.34180,31952763089.33000,43310721414.08290,47648211133.21830,55612228233.51790,64464547915.26980,74271281810.81890,81716326730.81900,84355462494.08370
"European Union","EUU",7578747012397.74000,7859703679073.51000,8562873940799.95000,7808850934913.18000,8293218409245.90000,9630019303778.31000,9840487001647.22000,9287506354131.00000,9606952143043.10000,9590812463212.46000,8910186718989.27000,9012853083434.01000,9827530208216.07000,11960208674688.40000,13808952902083.30000,14443193183268.70000,15408596715362.50000,17810757464694.40000,19163615254030.10000,17126624663159.60000,17009614810443.30000,18374315294556.70000,17316864403871.30000,18052722357480.40000,18668667522005.00000,16446486687656.40000,16551356160778.70000,17349595038832.20000,18756100690153.40000
"Fragile and conflict affected situations","FCS",,,,,,,,,,,219801672716.77500,201731595446.13100,193875225701.65300,220165940340.09800,255524217446.31100,310428639911.35700,367377421273.77100,451741010286.56200,584365426926.35100,544392485063.64100,649697459092.74800,709496791246.97400,816782810006.54200,850108840302.66600,858909714923.72600,774330701792.26900,742854202539.14100,829812208374.29200,832471154639.99400
"Finland","FIN",141517648888.19800,127866490222.02600,112625431377.75400,89255751014.88500,103321570859.41900,134199346405.22900,132099404607.81800,126833123353.56800,133936359590.56500,135225868314.51100,125539893126.95800,129250111856.82300,139552983248.63500,171071106094.80800,196768065557.48700,204436015420.96800,216552502822.73200,255384615384.61500,283742493042.33200,251499027507.64100,247799815768.47700,273674236772.81500,256706466091.08900,269980111642.89800,272609288689.57500,232850788304.51300,239009517793.72100,252331136734.12900,273960969999.21800
"Fiji","FJI",1337024782.22702,1383843860.12470,1531803060.54558,1635426125.30808,1825285158.11762,1970347720.96992,2129266728.42585,2093994597.21549,1656784779.54500,1942170999.18765,1684109743.49338,1660102345.60309,1842691481.09196,2315935752.71653,2727507212.92556,3006725014.78415,3102741451.01664,3405050611.68726,3523185919.55826,2870624635.68032,3140508835.94850,3774530615.65916,3972012570.53467,4190143206.25611,4856963251.97477,4682546881.15833,4926740193.66773,5270335184.70768,5479504926.19335
"France","FRA",1269179616913.63000,1269276828275.78000,1401465923172.24000,1322815612694.00000,1393982750472.59000,1601094756209.75000,1605675086549.56000,1452884917959.09000,1503108739159.44000,1492647560196.04000,1362248940482.77000,1376465324384.79000,1494286655373.61000,1840480812641.08000,2115742488204.62000,2196126103718.44000,2318593651988.46000,2657213249384.07000,2918382891460.38000,2690222283967.77000,2642609548930.36000,2861408170264.61000,2683825225092.63000,2811077725703.59000,2852165760630.27000,2438207896251.84000,2471285607081.72000,2586285406561.51000,2777535239277.98000
"Faroe Islands","FRO",,,,,,,,,1107882640.87870,1120280381.86979,1058702725.43950,1147654635.45922,1262669892.45950,1494011567.01125,1688237552.36935,1727792692.89133,1984445416.02206,2290133548.87301,2432415998.11695,2268387770.71014,2320424601.26954,2490807830.57351,2366301251.61847,2627049837.08135,2850743875.27840,2518096285.61661,2689157270.82312,,
"Gabon","GAB",5952293765.84468,5402919956.93831,5592390848.52648,4378645081.01769,4190819314.02958,4958845906.34769,5694040336.82571,5326816858.99586,4483417119.83928,4662992036.20730,5067865320.79790,5018874179.18704,5310381151.35952,6497305662.09274,7756293574.98077,9578973591.00958,10318424464.33770,12438956756.44550,15508574820.35160,12065138272.75380,14358584300.30060,18186478119.95820,17171447372.33340,17590745162.13260,18179752009.74890,14377324797.63700,14014369641.76890,14892609693.16670,17017401831.92230
"United Kingdom","GBR",1093169389204.55000,1142797178130.51000,1179659529659.53000,1061388722255.55000,1140489745944.29000,1335862395455.26000,1409410296411.86000,1553623117223.31000,1641666114607.49000,1668270506390.55000,1648269027084.28000,1625799625737.73000,1773015587529.98000,2043831836734.69000,2403614060783.60000,2525005454545.45000,2697151793928.24000,3084117647058.82000,2904036764705.88000,2394785792179.47000,2452899665124.47000,2634895693131.30000,2676605417645.99000,2753565033773.77000,3034729456047.18000,2896420586534.40000,2659238931670.25000,2637866340434.13000,2825207947502.90000
"Georgia","GEO",7753501867.76095,6357615894.03974,3690328963.64086,2701181331.30816,2513870586.73344,2693731865.97036,3094855183.27441,3510443159.92293,3613498174.54701,2799976944.62056,3057424694.29661,3219488663.77231,3395773557.40766,3991284895.37214,5125365191.98664,6410878799.58074,7745394293.41721,10172882370.54770,12795076469.00990,10766776414.24720,11638500813.55550,14434568633.26420,15846484587.90040,16140014428.27940,16509316418.41760,13993566297.97740,14378036929.05730,15081330942.41880,16209818081.37010
"Ghana","GHA",5889174825.48700,6596546195.65217,6413901601.83066,5966255778.12018,5444560669.45607,6465137614.67890,6934984709.48012,6891308593.75000,7480968858.13149,7719354838.70968,4983024408.14828,5314909953.92992,6166330136.29480,7632406552.83803,8881368538.07671,10731634116.73840,20409668521.54940,24758819717.70740,28526891010.49250,25977847813.74220,32174772955.97480,39566292432.86150,41939728978.72810,63277216921.43600,53601126665.14240,49181854795.29800,55009730589.44470,58996776244.42400,65556464056.43010
"Gibraltar","GIB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guinea","GIN",2666616176.91609,3014890569.04099,3284625277.16186,3279063317.63475,3383218922.79336,3693753379.05992,3869032270.91633,3783788551.08190,3588376057.01536,3461282293.64624,2995360969.16199,2833442750.43639,2949637039.04424,3446442218.89829,3666349049.42641,2937071767.25576,4220019242.75183,6281917655.89242,6964179193.84376,6716904568.75769,6853467857.61960,6785137172.76517,7638045254.43072,8376613843.27475,8778473614.54971,8794202443.67754,8604520929.47352,9915311049.15133,10989790256.35330
"Guinea-Bissau","GNB",243961995.50979,257150374.06971,226313443.74909,236880821.65639,235620043.50093,253966922.27820,270419779.41811,268550998.21920,206457544.49770,224446663.80055,370173838.65165,392278168.19990,415843481.99869,476388260.63923,531109356.16546,586795675.41620,591839470.66506,695990208.37663,864654795.28715,826798659.76628,849050127.50441,1098379391.95039,989327811.78511,1045790132.98518,1053512334.17271,1047808175.00057,1178204501.38801,1346841897.00437,1458156026.13413
"Equatorial Guinea","GNQ",112119406.54833,110906032.07508,134707184.35554,136047896.15578,100807001.81393,141853368.25682,232463036.43576,442337849.47438,370687618.71733,621117885.66850,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.86040,13071718758.73730,19749893536.32040,15027795173.21870,16298542027.99650,21329395900.87100,22389626329.33690,21942597765.36310,21736500712.96380,13180195435.11320,11233177619.46630,12289913729.33580,13317453070.38760
"Greece","GRC",97891090928.63280,105143232379.88400,116224673042.54600,108809058858.50200,116601802106.74200,136878366230.32800,145861612825.59500,143157600024.95900,144428172835.23600,142540728958.02300,130133845771.14400,136191353467.56200,153830947016.75100,201924270316.02700,240521260988.32900,247783001865.44000,273317737046.79500,318497936901.17700,354460802548.70400,330000252153.37600,299361576558.21700,287797822093.17800,245670666639.04700,239862011450.10300,237029579260.72200,196591353761.22600,195222443512.93700,203085551429.13200,218031844583.99400
"Grenada","GRD",278098762.96296,300757888.88889,310160444.44444,309812185.18519,325111814.81482,342172518.51852,366911444.44444,392190592.59259,445903592.59259,482009370.37037,520044370.37037,520444185.18519,540336925.92593,591018407.40741,599118592.59259,695370296.29630,698700666.66667,758683592.59259,825976037.03704,771275555.55556,771013259.25926,778655925.92593,799882259.25926,842620111.11111,911497407.40741,997007925.92593,1061631222.22222,1126882296.29630,1207454555.55556
"Greenland","GRL",1018970364.86443,1016493394.82530,1037921836.94770,927219728.86689,1005879948.43254,1208946165.92889,1197509786.67632,1072147778.03013,1149862702.96084,1131561595.13775,1068030829.75591,1086172922.57413,1169138789.31435,1558753434.43083,1822486688.58807,1849805732.96203,2013099482.07439,2249811708.94796,2499107510.64122,2529948329.57153,2503156060.52524,2684467375.71479,2609667673.71601,2684952726.88425,2842048997.77283,2499115623.00272,2713534471.23312,,
"Guatemala","GTM",7650125217.35253,9406097735.09117,10440842165.31930,11399942453.06460,12983235568.22920,14655404433.27710,15674835615.31390,17790026221.61390,19395491992.99390,18318412251.36420,19288827158.90350,18702802789.30090,20776669466.60530,21917706490.52990,23965275995.72140,27211377225.27150,30231249362.06040,34113107085.60850,39136954232.19880,37734072278.38020,41338521637.68820,47654783851.82520,50388460924.73450,53851148431.93160,58722323918.16040,63767597193.91750,68663653469.12460,75620095537.50050,78460447919.99150
"Guam","GUM",,,,,,,,,,,,,3385000000.00000,3560000000.00000,3857000000.00000,4197000000.00000,4213000000.00000,4375000000.00000,4621000000.00000,4781000000.00000,4895000000.00000,4928000000.00000,5199000000.00000,5336000000.00000,5538000000.00000,5710000000.00000,5793000000.00000,5859000000.00000,
"Guyana","GUY",396582263.29114,348533094.81217,373573141.48681,454101382.48848,540874934.20101,621626785.91549,705406001.42450,749138009.56454,717530683.16957,694754988.25830,712667896.72751,712167575.62428,726131434.71534,743064076.79457,787814379.18384,824880550.34397,1458453715.32702,1740180444.25731,1916994911.93238,2061323853.88576,2273225041.96217,2576024115.57832,2861562265.88301,2987684170.24434,3077643313.70623,3197225181.59806,3504024213.07506,3555205811.13802,3610435298.87019
"High income","HIC",18902871222962.20000,20000983408117.50000,21520991463656.20000,21693650106149.70000,23266600999584.60000,25842517982772.20000,26071108613520.40000,25641911774912.00000,25737892735164.30000,27031979025277.00000,27585557703232.40000,27317065057931.70000,28477664381263.80000,31924056168847.00000,35531784456165.90000,37583690650406.50000,39688841832102.50000,43408127114190.50000,46144055275846.80000,43284387474062.90000,45351965462669.60000,48938304410228.30000,48994701036926.90000,49584416023811.60000,50660517806404.20000,47850600439654.70000,48846737266418.70000,51007659904749.60000,54118794268746.90000
"Hong Kong SAR"," China",68790369107.29620,76928290841.87010,88959620135.88640,104272278634.73100,120353947980.76400,135812069768.64600,144652912433.10300,159717233621.65900,177352785419.97700,168886163221.56700,165768095391.55700,171668164082.55500,169403241524.33700,166349228737.38600,161384522525.29900,169099768875.19300,181570082162.19000,193536265094.36400,211597405593.86800,219279678430.16400,214046415026.18700,228637697575.04000,248513617677.28700,262629441493.47600,275696879834.96600,291459356985.33700,309383627028.56100,320860698504.30900,341648103474.82400
"Honduras","HND",4923009551.51561,4648668478.56753,4943700431.07368,4926728932.95069,4642280682.14252,5347445005.21376,5215028986.48649,5737099650.19011,6366340265.87888,6414520529.61673,7103507989.05044,7565877533.54421,7775075857.72532,8140282679.97372,8772170427.48088,9672027224.16405,10841723354.43910,12275493958.78340,13789727209.77230,14486137413.54680,15729644901.13050,17588097149.76190,18400538970.11190,18372173610.66850,19618567447.21990,20833948912.28970,21566622849.60570,22940179173.61470,23803230472.63720
"Heavily indebted poor countries (HIPC)","HPC",134341873486.32600,138665054002.55400,126657708535.67900,130759819301.39100,115589194602.32800,131657669572.54100,137330827487.05200,143784825997.71300,151163167012.03200,151092628498.61800,162444931770.66000,154762976572.26000,166491933733.75100,189689609699.89600,218179525485.31600,248193264864.18100,295497846524.31400,353110614102.41000,426498249170.88800,428919945212.73100,474041146088.37600,529821540814.01400,570150898932.38600,636323163116.23800,672962306369.46300,661003607512.64300,677328573708.49400,753022206109.23300,727255209281.28800
"Croatia","HRV",,,,,,22387561845.22440,23678012697.36120,23822087053.20910,25432144406.20430,23386945596.69280,21774273832.10310,23289671102.31970,26868450817.48540,34667270723.34080,41523418159.52140,45347181469.77750,50404444703.38260,60121906684.06820,70494603466.45040,62779128128.37470,59865977191.70610,62399478246.22470,56548374544.89510,58157880646.46180,57682343707.59540,49519006809.26760,51623429121.36350,55201417479.39250,60805659436.21600
"Haiti","HTI",3096289800.00000,3473540601.82161,2257121668.19352,1878248741.04949,2167564194.73420,2813313278.81082,2907514522.92503,3338938830.01743,3723909226.86781,4153736347.44223,3953846310.66081,3596443004.56165,3472191962.42287,2960306120.93557,3537720277.49988,4310358095.62898,4756204069.61876,5885325589.97642,6548530572.35291,6584649419.28348,6622541528.56888,7516834160.25277,7890216507.68913,8452509315.87722,8776350789.59930,8724656126.49849,7975563430.00341,8408252995.16143,9658084644.22796
"Hungary","HUN",,34748508332.10680,38724945367.85830,40119073326.35730,43160392123.60530,46418916500.35360,46659796772.54730,47290180588.59930,48770466838.64910,49170434390.99490,47310623887.23190,53821315066.10240,67716887203.41360,85324771841.41180,104066609517.92800,113035361316.74900,115295199391.60600,139850794387.28100,157998423131.73900,130593960612.17200,130922638689.07100,140782064609.18700,127856647107.82000,135220881110.44100,140082504424.58800,123074092703.14100,126007978024.32000,139761138102.75700,155703069815.63800
"IBRD only","IBD",3454048564730.25000,3721879839768.73000,3712217066725.86000,3978731711954.24000,4349543344256.17000,4889274283328.10000,5343572921098.42000,5656977166522.58000,5502291590831.62000,5341366035052.45000,5804802149772.70000,5890230266263.89000,5983197306126.84000,6735919655458.84000,8014727019240.77000,9585156095624.62000,11367749216481.80000,14131000561594.70000,16963471720634.80000,16461240275448.10000,19990767161541.10000,23617127235545.30000,25106275471953.10000,26533916731989.90000,27401475014254.70000,25861299090783.90000,26007844862729.00000,28633325623549.20000,30466767138226.60000
"IDA & IBRD total","IBT",3793767836131.71000,4067762971586.01000,4045447747828.50000,4297455849304.95000,4659855819556.25000,5245078155245.54000,5734119534918.00000,6062405715327.10000,5912345998418.15000,5761065803613.74000,6262974260039.75000,6344475205285.11000,6472124689534.54000,7285886601924.13000,8660725333195.23000,10337050112946.70000,12286888754055.70000,15209144761432.20000,18258295218300.40000,17726918877572.90000,21452222019430.80000,25284304987527.20000,26903273334456.80000,28503883420400.60000,29538314075552.10000,27954716600642.80000,28050551562617.90000,30782664821277.70000,32672447529304.40000
"IDA total","IDA",343560392598.44400,349217246654.83500,336087291874.14000,320308938891.47700,310288022574.30500,356100357454.79700,390953385166.88200,405464571675.66100,410862142715.51900,421548022928.83300,460281920234.10600,456139999488.27700,491481672355.46600,552835569977.59200,649286679832.25500,755429255280.09700,923859016107.02300,1082772980631.25000,1300412546186.22000,1271510232783.85000,1465180099197.68000,1668941965076.81000,1800009529286.75000,1976405957169.28000,2148023887682.29000,2106056291167.09000,2053717726939.24000,2158608447502.58000,2214471555511.12000
"IDA blend","IDB",149358224393.50900,151403738611.46300,149657282437.87700,133152326583.75000,137031694592.05700,158227141302.35200,174905097325.36100,179226444702.35600,175946957361.91100,183402333869.34500,200554559148.27000,201330057698.61600,222642338180.99500,250053302014.35600,306064532797.83600,367264301700.98200,473887201110.28100,547458077826.06700,651561320885.37000,608659912471.78400,710857170637.87800,821175610000.04100,903991245250.57400,983062712052.74400,1078993325724.20000,1024951386304.00000,949684642860.35700,942180672601.18400,991212192923.73300
"Indonesia","IDN",106140727357.03500,116621996217.13300,128026966579.96400,158006700301.53300,176892143931.50500,202132028723.11500,227369679374.97300,215748998609.63500,95445547872.71500,140001351215.46200,165021012077.81000,160446947784.90900,195660611165.18300,234772463823.80800,256836875295.45200,285868618224.01700,364570514304.85000,432216737774.86100,510228634992.25800,539580085612.40100,755094160363.07300,892969107923.09700,917869910105.74800,912524136718.01900,890814755233.22500,860854235065.07900,931877364177.74200,1015423455783.28000,1042173300625.55000
"IDA only","IDX",192951045489.88800,196584603891.60400,184838911042.19400,186591133849.17600,172033508322.56800,196389013000.54600,214304334345.81800,224637993651.64000,233838058579.96700,236763917777.23600,258189772177.91700,253165690597.37000,266802750107.87300,300502919328.73300,340173675067.76500,384283257611.95000,444482734265.80600,529119859384.01000,642111042961.65100,658773741536.10300,748786082530.14900,840445860006.43200,886434333832.95300,983697024193.72000,1057615994175.32000,1072816242432.06000,1100335918044.46000,1217660056890.77000,1222271018650.91000
"Isle of Man","IMN",,,,,,914727080.64327,1023086918.62768,1180919719.40764,1382548249.78303,1567465656.85050,1563667799.61578,1659249982.10835,1947408064.82732,2328854755.67558,2822228368.59817,3032409189.11876,3422651333.94664,4466100440.17607,5928601102.94118,5487083657.89064,5920177688.50433,6566098381.66960,6433357030.01580,6754330154.76004,7428280401.51390,6792417112.29947,6592627599.24386,,
"India","IND",320979034101.13200,270105348343.70600,288208437278.74100,279296029670.67700,327275591371.34300,360281961338.46500,392897063750.67600,415867763815.89000,421351487589.80800,458820428317.58700,468394948471.61600,485441026156.54900,514937961192.90800,607699299977.15000,709148531774.82300,820381672147.73600,940259892374.50100,1216735426855.47000,1198895498504.14000,1341886699393.18000,1675615312693.42000,1823049927771.46000,1827637859135.70000,1856722121394.53000,2039127446298.55000,2103587813812.75000,2290432075123.75000,2652551202555.27000,2726322616821.31000
"Not classified","INX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ireland","IRL",49364679953.10670,49847127139.05440,55985505024.78900,52480251773.46200,57166035571.26030,69222624368.68690,75880630166.33060,82826141595.03340,90082051923.29260,98692079266.99340,99852958356.36630,109135253959.73200,127949875023.52700,164284690067.72000,193870692699.28000,211649034697.17700,232083467569.94100,269917943471.12000,275038896001.17200,236316405946.09600,222148757313.00600,237472361872.56000,224999484104.85300,238543538776.68400,258471885130.30400,291499812103.64500,300523297712.96000,334834010485.56000,382487490532.47900
"Iran"," Islamic Rep.",120496362916.24500,124813263926.24600,,,63743623232.01200,71841461172.54500,96419225743.62480,120403931885.44100,113919163421.11900,110276913362.53900,113848450088.35100,109591707802.23300,126878750295.96200,128626917503.72000,153544751395.43000,190043433964.84100,226452138291.54200,266298911661.14400,349881601458.56000,406070949553.87500,414059094949.06300,487069570463.76800,583500357530.41400,598853401276.10100,467414852231.29900,434474616831.91400,385874474398.59000,418976679728.56700,454012768723.58900
"Iraq","IRQ",179885815374.71900,,,,,,,,,,,,,,36627901762.06300,49954890353.26090,65140293687.53950,88840050497.09570,131613661510.47500,111660855042.73500,138516722649.57300,185749664444.44400,218000986222.63900,234648370497.42700,234648370497.42700,177498577312.92300,170219966159.05200,193158783783.78400,225914183047.98100
"Iceland","ISL",6478459746.96228,6920116563.24210,7091625419.01334,6227928905.73227,6399064571.28805,7134341218.42524,7438183246.61654,7580988916.04599,8494094642.90999,8971609106.48051,9003639475.42485,8205357164.41227,9294651863.31914,11414054860.57700,13834751482.01280,16812529923.77150,17216417442.29120,21514962936.53890,17905251832.05060,13164652894.24640,13683689802.27710,15158548597.38760,14724078264.24000,16033517529.25060,17758089312.48560,17344165907.21290,20716024757.40570,24489493459.00740,25882218777.40840
"Israel","ISR",58925354726.71360,67459649072.00210,75496923793.25770,75875266421.68120,86216942413.07160,100238675688.24100,109855414136.66700,114622322548.84900,115861598589.51100,117011468004.92800,132243719324.06200,130671332049.36200,121042412533.24300,126808836147.64700,135341922021.41900,142411275954.27500,153982562749.67500,178743403203.42700,215960886649.94400,207451779086.03100,233732926323.39100,261716880681.78400,257435001991.47400,292917010877.21700,310007879343.47400,300470790394.92300,319377923613.70300,353268411918.57700,369690436162.43300
"Italy","ITA",1177326294440.85000,1242109397533.95000,1315806985860.17000,1061445225790.57000,1095590833693.56000,1170787352906.22000,1308929351236.04000,1239050932241.93000,1266309245009.48000,1248563179203.07000,1141759996314.72000,1162317852348.99000,1266510634293.24000,1569649661399.55000,1798314750434.57000,1852661982340.50000,1942633797516.00000,2203053380782.92000,2390729163615.06000,2185160183384.27000,2125058244242.92000,2276292404600.52000,2072823157059.76000,2130491320658.68000,2151732868243.21000,1832273032580.67000,1869201702185.17000,1946570340341.13000,2073901988878.23000
"Jamaica","JAM",4592224067.37194,4071219198.03601,3530892749.02131,5405097570.68897,5419134875.33794,6538840169.73126,7368000000.00000,8375077442.97381,8763219645.29332,8851581632.65306,8985352831.94058,9178016493.05556,9694169756.90153,9399447609.18350,10150978154.54840,11204416000.00000,11901911987.86040,12827809965.23750,13680482786.99770,12067478477.57140,13200286270.46830,14413359665.42750,14798716216.21620,14193012191.49570,13852192273.13570,14145469269.45700,14072135208.56640,14781107821.75130,15717858486.94240
"Jordan","JOR",4160003917.43258,4344250257.01278,5311329067.37276,5605841535.57512,6237739516.24445,6727446632.42009,6928359238.36389,7246188575.45839,7912327362.48237,8149106064.88011,8460424400.56418,8975689844.85190,9582453032.44006,10195660789.84490,11411390409.02680,12588665303.24400,15056929760.22570,17110587447.10860,22218617771.50920,23974612129.76020,26551480959.09730,28932299012.69390,30966149506.34700,33675599435.82510,36104372355.43020,37968970380.81810,39252468265.16220,40765867418.89990,42290832157.96900
"Japan","JPN",3132817652848.04000,3584420077100.84000,3908809463463.86000,4454143876947.21000,4907039384469.68000,5449116304981.10000,4833712542207.10000,4414732843544.43000,4032509760872.94000,4562078822335.45000,4887519660744.86000,4303544259842.72000,4115116279069.77000,4445658071221.86000,4815148854362.11000,4755410630912.14000,4530377224970.40000,4515264514430.57000,5037908465114.48000,5231382674593.70000,5700098114744.41000,6157459594823.72000,6203213121334.12000,5155717056270.83000,4850413536037.84000,4389475622588.97000,4926667087367.51000,4859950558538.97000,4970915556638.88000
"Kazakhstan","KAZ",26932728898.81460,24881135586.39900,24906939560.10980,23409027475.68790,21250839258.09010,20374307047.11500,21035357832.80190,22165932062.96600,22135245413.23120,16870817134.77670,18291990619.13700,22152694161.88820,24636593223.34670,30833699702.75940,43151647002.60960,57123671733.89530,81003884545.40980,104849886825.58400,133441612246.79800,115308661142.92700,148047348240.64300,192626507971.58400,207998568865.78900,236634552078.10200,221415572819.50000,184388432148.71500,137278320084.17100,162886867831.69400,170538870248.19400
"Kenya","KEN",8572359162.85631,8151479004.21334,8209129171.73649,5751789915.05363,7148145375.78545,9046326059.98857,12045858436.23990,13115773737.56640,14093998843.73340,12896013576.73240,12705357103.00560,12986007425.87810,13147743910.72410,14904517649.84760,16095337093.83660,18737897744.79480,25825524820.80640,31958195182.24060,35895153327.84970,37021512048.81580,40000088346.80410,41953433591.41010,50412754861.01910,55096728047.94080,61448046801.72070,64007750178.59740,69188755510.94270,78757391333.00880,87908262520.21330
"Kyrgyz Republic","KGZ",2675000000.00000,2569444444.44444,2316562500.00000,2028295454.54545,1681006993.00699,1661018518.51852,1827570586.16784,1767864035.71943,1645963749.83146,1249061487.01457,1369692689.42855,1525112241.84376,1605640974.29200,1919012666.56904,2211534585.00340,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8092836608.78875
"Cambodia","KHM",,,,2533727592.04165,2791435272.26653,3441205692.91660,3506695719.57259,3443413388.69090,3120425502.58253,3517242477.22850,3677897739.07628,3984000517.02345,4284028482.53766,4658246918.27092,5337833248.03924,6293046161.83262,7274595706.67154,8639235842.18075,10351914093.17230,10401851850.61080,11242275198.97830,12829541141.01270,14054443213.46390,15227991395.22010,16702610842.40250,18049954289.42290,20016747754.01920,22177200511.58110,24571753583.49220
